icsa_id,icsa_url,icsa_release,icsa_update,icsa_description,icsa_is_update,icsa_vendor,icsa_oneliner
ICSA-16-306-02,https://www.us-cert.gov/ics/advisories/ICSA-16-306-02,2016-11-01,1900-01-01,IBHsoftec S7-SoftPLC CPX43 Heap-based Buffer Overflow Vulnerability,1,IBHsoftec GmbH," Ariele Caltabiano (kimiya) working with Trend Micro’s Zero Day Initiative has identified a buffer overflow vulnerability in IBHsoftec’s S7-SoftPLC. IBHsoftec has produced a new version to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-306-03,https://www.us-cert.gov/ics/advisories/ICSA-16-306-03,2016-11-01,1900-01-01,Schneider Electric Unity PRO Control Flow Management Vulnerability,1,Schneider Electric," Avihay Kain and Mille Gandelsman of Indegy have identified a vulnerability in Schneider Electric Unity PRO Software product. Schneider Electric has released a security notification with instructions to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-308-01,https://www.us-cert.gov/ics/advisories/ICSA-16-308-01,2016-11-03,1900-01-01,Moxa OnCell Security Vulnerabilities,1,Moxa," Independent researcher Maxim Rupp has identified authorization bypass and disclosed OS commanding vulnerabilities in Moxa’s OnCell Security Software. Moxa has produced a new version to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-308-02B,https://www.us-cert.gov/ics/advisories/ICSA-16-308-02,2016-11-03,2017-07-27,Schneider Electric Magelis HMI Resource Consumption Vulnerabilities (Update B),1,Schneider Electric," This updated advisory is a follow-up to the updated advisory titled ICSA-16-308-02A Schneider Electric Magelis HMI Resource Consumption Vulnerabilities that was published November 22, 2016, on the NCCIC/ICS-CERT web site. ICS-CERT is aware of a public report of resource consumption vulnerabilities affecting Schneider Electric’s Magelis human-machine interface (HMI) products. The researcher Eran Goldstein, in collaboration with Check Point Software Technologies and CRITIFENCE, released vulnerability information after coordination with the vendor and ICS-CERT. --------- Begin Update B Part 1 of 2 -------- Schneider Electric has released a new software version that removes the vulnerable web-server component. --------- End Update B Part 1 of 2 ---------- These vulnerabilities could be exploited remotely. Detailed vulnerability information is publicly available that could be used to develop an exploit that targets these vulnerabilities."
ICSA-16-308-03,https://www.us-cert.gov/ics/advisories/ICSA-16-308-03,2016-11-03,1900-01-01,Schneider Electric IONXXXX Series Power Meter Vulnerabilities,1,Schneider Electric," This advisory is a follow-up to the alert titled ICS-ALERT-16-256-02 Schneider Electric ION Power Meter CSRF Vulnerability that was published September 12, 2016, on the NCCIC/ICS-CERT web site. Independent researcher Karn Ganeshen has identified a cross-site request forgery (CSRF) and no access control vulnerabilities in Schneider Electric’s IONXXXX series power meters. Schneider Electric has produced instructions to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-313-01,https://www.us-cert.gov/ics/advisories/ICSA-313-01,2016-11-08,2019-01-24,Phoenix Contact ILC PLC Authentication Vulnerabilities,1,PHOENIX CONTACT," Matthias Niedermaier and Michael Kapfer of HSASec Hochschule Augsburg have identified authentication vulnerabilities in Phoenix Contact’s ILC (inline controller) PLCs. Phoenix Contact GmbH &amp; Co. KG has produced a mitigation plan that includes an update and recommended security practices to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-313-02,https://www.us-cert.gov/ics/advisories/ICSA-16-313-02,2016-11-08,2018-06-14,Siemens Industrial Products Local Privilege Escalation Vulnerability (Update H),1,Siemens,NULL
ICSA-16-313-03,https://www.us-cert.gov/ics/advisories/ICS-VU-313-03,2016-11-08,1900-01-01,OSIsoft PI System Incomplete Model of Endpoint Features Vulnerability,1,OSIsoft," OSIsoft has identified an incomplete model of endpoint features vulnerability in OSIsoft’s PI System software. OSIsoft has produced new versions to mitigate this vulnerability."
ICSA-16-315-01B,https://www.us-cert.gov/ics/advisories/ICSA-16-315-01,2016-11-10,2017-01-03,CA Unified Infrastructure Management Directory Traversal Vulnerability (Update B),1,CA Technologies," This updated advisory is a follow-up to the original advisory titled ICSA-16-315-01A CA Unified Infrastructure Management Directory Traversal Vulnerability that was published November 15, 2016, on the NCCIC/ICS-CERT web site. Independent researcher Andrea Micalizzi, working with Zero Day Initiative, has identified a directory traversal vulnerability in CA Technologies’ Unified Infrastructure Management application. CA Technologies has produced an update to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-320-01,https://www.us-cert.gov/ics/advisories/ICSA-16-320-01,2016-11-15,1900-01-01,Lynxspring JENEsys BAS Bridge Vulnerabilities,1,Lynxspring," Independent researcher Maxim Rupp has identified several vulnerabilities in Lynxspring’s JENEsys BAS Bridge application. Lynxspring has discontinued the BAS Bridge application and recommends that users upgrade to the Onyxx Bridge product. These vulnerabilities could be exploited remotely."
ICSA-16-322-01,https://www.us-cert.gov/ics/advisories/ICSA-16-322-01,2016-11-17,1900-01-01,Vanderbilt Industries Siemens IP CCTV Cameras Vulnerability,1,Siemens," Siemens reports that there is a vulnerability in Siemens-branded IP cameras from Vanderbilt Industries. Vanderbilt has released updates to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-322-02,https://www.us-cert.gov/ics/advisories/ICSA-16-322-02,2016-11-17,1900-01-01,Moxa SoftCMS Vulnerabilities,1,Moxa," Zhou Yu working with Trend Micro’s Zero Day Initiative and Gu Ziqiang from Huawei Weiran Labs have identified vulnerabilities in Moxa’s SoftCMS Webserver Application. Moxa has produced an update to mitigate these vulnerabilities. Both researchers have tested the update to validate that it resolves these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-327-01,https://www.us-cert.gov/ics/advisories/ICSA-16-327-01,2016-11-22,1900-01-01,Siemens SIMATIC CP 1543-1 Vulnerabilities,1,Siemens," Siemens has released an advisory to inform its users how to mitigate vulnerabilities that affect SIMATIC CP 1543-1. These vulnerabilities were coordinated directly with Siemens by SOGETI and Agence nationale de la sécurité des systèmes d’information (ANSSI). Siemens has produced a firmware to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-327-02A,https://www.us-cert.gov/ics/advisories/ICSA-16-327-02,2016-11-22,2017-03-21,Siemens SIMATIC CP 343-1/CP 443-1 Modules and SIMATIC S7-300/S7-400 CPUs Vulnerabilities (Update A),1,Siemens," This updated advisory is a follow-up to the original advisory titled ICSA-16-327-02 Siemens SIMATIC CP 343-1CP 443-1 Modules and SIMATIC S7-300S7-400 CPUs Vulnerabilities that was published November 22, 2016, on the NCCIC/ICS-CERT web site. Siemens has released an advisory regarding vulnerabilities affecting SIMATIC CP 343-1 Advanced/CP-443-1 Advanced devices and SIMATIC S7-300/S7-400 CPUs. Inverse Path auditors and the Airbus ICT Industrial Security team reported these vulnerabilities directly to Siemens. Siemens has made new firmware versions available for several products and a temporary fix for the remaining affected products to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-334-01,https://www.us-cert.gov/ics/advisories/ICSA-16-334-01,2016-11-29,2016-11-30,Emerson Liebert SiteScan XML External Entity Vulnerability,1,Emerson," Researcher Evgeny Ermakov from Kaspersky Lab has identified an XML External Entity (XXE) vulnerability affecting Emerson’s Liebert SiteScan application. Emerson has produced patches to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-334-02,https://www.us-cert.gov/ics/advisories/ICSA-16-334-02,2016-11-29,1900-01-01,Emerson DeltaV Easy Security Management Application Vulnerability,1,Emerson," Emerson has released a publication to inform its users of a vulnerability that affects DeltaV Easy Security Management. Emerson is terminating support for the DeltaV Easy Security Management application and highly recommends all users uninstall it from all DeltaV and non-DeltaV workstations."
ICSA-16-334-03,https://www.us-cert.gov/ics/advisories/ICSA-16-334-03,2016-11-29,2016-11-30,Emerson DeltaV Wireless I/O Card Open SSH Port Vulnerability,1,Emerson," Emerson has identified an open SSH port vulnerability in the DeltaV Wireless I/O Card. Emerson has produced a firmware patch that disables the SSH port. This vulnerability could be exploited remotely."
ICSA-16-336-01A,https://www.us-cert.gov/ics/advisories/ICSA-16-336-01,2016-12-01,2017-06-15,Siemens SICAM PAS Vulnerabilities (Update A),1,Siemens," This updated advisory is a follow-up to the original advisory titled ICSA-16-336-01 Siemens SICAM PAS Vulnerabilities that was published December 1, 2016, on the NCCIC/ICS-CERT web site. Siemens has released an advisory to inform its users on how to mitigate vulnerabilities that affect SICAM PAS. Ilya Karpov and Dmitry Sklyarov of Positive Technologies and Sergey Temnikov and Vladimir Dashchenko of Kaspersky Lab coordinated these vulnerabilities directly with Siemens. Siemens has produced an update to mitigate some of these vulnerabilities. Some of these vulnerabilities could be exploited remotely."
ICSA-16-336-02A,https://www.us-cert.gov/ics/advisories/ICSA-16-336-02,2016-12-01,2017-03-21,Moxa NPort Device Vulnerabilities (Update A),1,Moxa," This updated advisory is a follow-up to the original advisory titled ICSA-16-336-02 Moxa NPort Device Vulnerabilities that was published December 1, 2016, on the NCCIC/ICS-CERT web site. Security researchers Reid Wightman of RevICS Security, Mikael Vingaard, and Maxim Rupp have identified vulnerabilities in Moxa’s NPort serial device servers. Moxa has produced new firmware versions to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-336-03,https://www.us-cert.gov/ics/advisories/ICSA-16-336-03,2016-12-01,1900-01-01,Mitsubishi Electric MELSEC-Q Series Ethernet Interface Module Vulnerabilities,1,Mitsubishi Electric Automation," Security researcher Vladimir Dashchenko of Critical Infrastructure Defense Team, Kaspersky Lab has identified vulnerabilities in the Mitsubishi Electric Automation, Inc. (Mitsubishi Electric) MELSEC-Q series Ethernet interface modules. NCCIC/ICS-CERT and JPCERT have coordinated the reported vulnerabilities with Mitsubishi Electric. Mitsubishi Electric has created a product revision for newer devices that incorporates a compensating control to reduce the risk of exploitation for one of the identified vulnerabilities. These vulnerabilities could be exploited remotely. Exploits that target these vulnerabilities are known to be publicly available."
ICSA-16-336-04,https://www.us-cert.gov/ics/advisories/ICSA-16-336-04,2016-12-01,1900-01-01,Advantech SUSIAccess Server Vulnerabilities,1,Advantech," Researcher rgod working with Zero Day Initiative (ZDI) has identified an information disclosure, a directory traversal, and a privilege escalation vulnerability in Advantech’s SUSIAccess Server. Advantech has produced new software to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-336-05B,https://www.us-cert.gov/ics/advisories/ICSA-16-336-05B,2017-01-17,2017-05-18,"GE Proficy HMI/SCADA iFIX, Proficy HMI/SCADA CIMPLICITY, and Proficy Historian Vulnerability (Update B)",1,GE," This updated advisory is a follow-up to the updated advisory titled ICSA-16-336-05A GE Proficy HMI/SCADA IFIX, Proficy HMI/SCADA CIMPLICITY, and Proficy Historian Vulnerability that was published January 24, 2017, on the NCCIC/ICS-CERT web site. GE has reported an insufficiently protected credentials vulnerability in Proficy Human-Machine Interface/Supervisory Control and Data Acquisition (HMI/SCADA) iFIX, Proficy HMI/SCADA CIMPLICITY, and Proficy Historian software. This vulnerability was identified by Ilya Karpov of Positive Technologies. GE has produced new versions to mitigate this vulnerability."
ICSA-16-336-06,https://www.us-cert.gov/ics/advisories/ICSA-16-336-06,2017-01-05,1900-01-01,Rockwell Automation MicroLogix 1100 and 1400 Vulnerabilities,1,Rockwell Automation," This advisory was originally posted to the NCCIC Portal library on December 1, 2016, and is being released to the NCCIC/ICS-CERT web site. Alexey Osipov and Ilya Karpov of Positive Technologies have identified vulnerabilities in Rockwell Automation’s Allen-Bradley MicroLogix 1100 and 1400 programmable logic controller (PLC) systems. Rockwell Automation has produced new firmware versions to mitigate some of the vulnerabilities. These vulnerabilities could be exploited remotely."
